Fish #,day,mo,Date,    Species,location,Exposure,Relation to Farm,water temp,length cm,weight g,L/W.Ratio,W/L.Ratio,K(cond.Fac),lice/g,lice/g.trans,Farm.NoFarm,Lice.Y.N,Total lice,Tot.Lice.Trans,Intensity.Trans,<.>.1.6.per.g,Ch/ I-II-Lep,Ch/III-IV-Lep,unid subadult,CI-IV Caligus,preadult 1 Lep-male,preadult 1 Lep-female,preadult 2 Lep-male,preadult 2 Lep-female,unid adult,adult male-Lep,virgin-Lep,adult female non-gravid-Lep,gravid female-Lep ,adult male-Caligus,adult female-Caligus,gravid Caligus,   other comments,site of lice attachment,
1,5,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,4.3,0.92,4.674,0.214,1.157,1.92,0.465382851448418,Farm,Y,1,0.301029995663981,0.301029995663981,GT,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,black dent,
2,5,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,2.8,0.21,13.333,0.075,0.957,4.76,0.760422483423212,Farm,Y,1,0.301029995663981,0.301029995663981,GT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,black dents and open pin prick wounds,,
3,5,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.0,1.24,4.032,0.248,0.992,1.61,0.416640507338281,Farm,Y,2,0.477121254719662,0.477121254719662,GT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
4,5,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.0,1.23,4.065,0.246,0.984,1.63,0.419955748489758,Farm,Y,2,0.477121254719662,0.477121254719662,GT,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,,
5,5,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.3,1.09,4.862,0.206,0.732,1.83,0.45178643552429,Farm,Y,2,0.477121254719662,0.477121254719662,GT,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
6,7,6,26/06/2001,pink,Glacier Falls,3,near farm,11.94,4.7,1.06,4.434,0.226,1.021,1.89,0.460897842756548,Farm,Y,2,0.477121254719662,0.477121254719662,GT,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,black dent w/ raw centre,
7,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,4.7,1.05,4.476,0.223,1.011,1.9,0.462397997898956,Farm,Y,2,0.477121254719662,0.477121254719662,GT,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
8,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.4,1.17,4.615,0.217,0.743,3.44,0.64738297011462,Farm,Y,2,0.477121254719662,0.477121254719662,GT,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,all transparent,raw wounds black dents,
9,7,6,26/06/2001,pink,Glacier Falls,3,near farm,11.94,4.9,1.87,2.620,0.382,1.589,1.6,0.414973347970818,Farm,Y,3,0.602059991327962,0.602059991327962,GT,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,clean and bright,
10,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.7,1.80,3.167,0.316,0.972,1.67,0.426511261364575,Farm,Y,3,0.602059991327962,0.602059991327962,GT,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
11,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,6.0,1.73,3.468,0.288,0.801,1.73,0.436162647040756,Farm,Y,3,0.602059991327962,0.602059991327962,GT,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"2 swollen, raw spots w/ lice",1 eye hemoraghing,
12,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.2,1.67,3.114,0.321,1.188,1.8,0.447158031342219,Farm,Y,3,0.602059991327962,0.602059991327962,GT,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,all transparent,bright clean,
13,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.5,1.67,3.293,0.304,1.004,1.8,0.447158031342219,Farm,Y,3,0.602059991327962,0.602059991327962,GT,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,,
14,7,6,26/06/2001,pink,Glacier Falls,3,near farm,11.94,5.2,1.60,3.250,0.308,1.138,1.88,0.459392487759231,Farm,Y,3,0.602059991327962,0.602059991327962,GT,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,all transparent,"pin pricks, rupture behind rt pec",
15,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.1,1.59,3.208,0.312,1.199,1.89,0.460897842756548,Farm,Y,3,0.602059991327962,0.602059991327962,GT,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,"open flesh, chewed around gill, bleeding throat",
16,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.1,1.56,3.269,0.306,1.176,1.92,0.465382851448418,Farm,Y,3,0.602059991327962,0.602059991327962,GT,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"one adult dark, tail just emerging",clean and bright,
17,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.5,1.56,3.526,0.284,0.938,1.92,0.465382851448418,Farm,Y,3,0.602059991327962,0.602059991327962,GT,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
18,7,6,26/06/2001,pink,Glacier Falls,3,near farm,11.94,5.5,1.52,3.618,0.276,0.914,1.97,0.472756449317212,Farm,Y,3,0.602059991327962,0.602059991327962,GT,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"dark, no tail","open wound across back, pinpricks",
19,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.2,1.45,3.586,0.279,1.031,2.07,0.487138375477186,Farm,Y,3,0.602059991327962,0.602059991327962,GT,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,black dents,
20,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.0,1.39,3.597,0.278,1.112,2.16,0.499687082618404,Farm,Y,3,0.602059991327962,0.602059991327962,GT,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,,
21,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.4,1.34,4.030,0.248,0.851,2.24,0.510545010206612,Farm,Y,3,0.602059991327962,0.602059991327962,GT,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,clean and bright,
22,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.2,1.27,4.094,0.244,0.903,2.36,0.526339277389844,Farm,Y,3,0.602059991327962,0.602059991327962,GT,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,,
23,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.2,1.24,4.194,0.238,0.882,2.42,0.534026106056135,Farm,Y,3,0.602059991327962,0.602059991327962,GT,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"one with brown stripe, all transparent",clean and bright,
24,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.4,1.18,4.576,0.219,0.749,2.54,0.549003262025788,Farm,Y,3,0.602059991327962,0.602059991327962,GT,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,all transparent,black dents,
25,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,4.8,1.12,4.286,0.233,1.013,2.68,0.565847818673518,Farm,Y,3,0.602059991327962,0.602059991327962,GT,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,pinpricks,
26,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,4.5,1.06,4.245,0.236,1.163,2.83,0.583198773968623,Farm,Y,3,0.602059991327962,0.602059991327962,GT,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,"black sores, hemoraging eyeball",
27,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,4.2,0.94,4.468,0.224,1.269,3.19,0.622214022966295,Farm,Y,3,0.602059991327962,0.602059991327962,GT,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,all transparent,ravaged,
28,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,4.4,0.91,4.835,0.207,1.068,3.3,0.633468455579586,Farm,Y,3,0.602059991327962,0.602059991327962,GT,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,all transparent,ravaged,
29,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,3.9,0.66,5.909,0.169,1.113,4.55,0.744292983122676,Farm,Y,3,0.602059991327962,0.602059991327962,GT,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,all transparent,pinpricks,
30,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,3.4,0.35,9.714,0.103,0.890,8.57,0.980911937776843,Farm,Y,3,0.602059991327962,0.602059991327962,GT,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
31,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.7,2.44,2.336,0.428,1.318,1.64,0.421603926869831,Farm,Y,4,0.698970004336019,0.698970004336019,GT,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,bright clean,
32,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,7.0,2.41,2.905,0.344,0.703,1.66,0.424881636631067,Farm,Y,4,0.698970004336019,0.698970004336019,GT,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,all transparent,pinpricks,
33,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,6.4,2.36,2.712,0.369,0.900,1.69,0.429752280002408,Farm,Y,4,0.698970004336019,0.698970004336019,GT,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,,,
34,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,6.5,2.36,2.754,0.363,0.859,1.69,0.429752280002408,Farm,Y,4,0.698970004336019,0.698970004336019,GT,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,all transparent,"large open wound, pinpricks",
35,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,6.1,2.33,2.618,0.382,1.027,1.72,0.434568904034199,Farm,Y,4,0.698970004336019,0.698970004336019,GT,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,rupture behind rt pec,
36,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,6.0,2.24,2.679,0.373,1.037,1.79,0.445604203273598,Farm,Y,4,0.698970004336019,0.698970004336019,GT,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,bright clean,
37,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.5,2.18,2.523,0.396,1.310,1.83,0.45178643552429,Farm,Y,4,0.698970004336019,0.698970004336019,GT,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,all transparent,,
38,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.7,2.17,2.627,0.381,1.172,1.84,0.453318340047038,Farm,Y,4,0.698970004336019,0.698970004336019,GT,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,ruptured behind rt pec,
39,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,6.0,2.14,2.804,0.357,0.991,1.87,0.457881896733992,Farm,Y,4,0.698970004336019,0.698970004336019,GT,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,"eyes opaque white, like near other stolt farm nr Sedgely",
40,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.7,2.11,2.701,0.370,1.139,1.9,0.462397997898956,Farm,Y,4,0.698970004336019,0.698970004336019,GT,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,two large dark,"bite across back, pinpricks",
41,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.7,2.09,2.727,0.367,1.129,1.91,0.463892988985907,Farm,Y,4,0.698970004336019,0.698970004336019,GT,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,all transparent,pinpricks,
42,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,6.5,2.06,3.155,0.317,0.750,1.94,0.468347330412157,Farm,Y,4,0.698970004336019,0.698970004336019,GT,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,
43,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.6,2.05,2.732,0.366,1.167,1.95,0.469822015978163,Farm,Y,4,0.698970004336019,0.698970004336019,GT,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,,
44,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.7,1.95,2.923,0.342,1.053,2.05,0.484299839346786,Farm,Y,4,0.698970004336019,0.698970004336019,GT,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"one adult dark,other transparent w/stripe",,
45,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.5,1.91,2.880,0.347,1.148,2.09,0.489958479424835,Farm,Y,4,0.698970004336019,0.698970004336019,GT,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,all transparent,"no rt pec fin, black dents",
46,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.4,1.87,2.888,0.346,1.188,2.14,0.496929648073215,Farm,Y,4,0.698970004336019,0.698970004336019,GT,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,"black lesions, pinpricks",note adipose missing
47,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.5,1.79,3.073,0.325,1.076,2.23,0.509202522331103,Farm,Y,4,0.698970004336019,0.698970004336019,GT,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,not wounds,
48,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.5,1.69,3.254,0.307,1.016,2.37,0.527629900871339,Farm,Y,4,0.698970004336019,0.698970004336019,GT,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,all transparent,"open wound, black dents, pinpricks",
49,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.5,1.65,3.333,0.300,0.992,2.42,0.534026106056135,Farm,Y,4,0.698970004336019,0.698970004336019,GT,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,all transparent,black dents,
50,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.7,1.61,3.540,0.282,0.869,2.48,0.541579243946581,Farm,Y,4,0.698970004336019,0.698970004336019,GT,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,all transparent,"four dark yellow living worms curled in 1/2 circle, moving",
51,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,4.9,1.60,3.063,0.327,1.360,2.5,0.544068044350276,Farm,Y,4,0.698970004336019,0.698970004336019,GT,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,all transparent,,
52,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.0,1.59,3.145,0.318,1.272,2.51,0.545307116465824,Farm,Y,4,0.698970004336019,0.698970004336019,GT,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 black lesion,1 eye hemoraghing,
53,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.0,1.55,3.226,0.310,1.240,2.58,0.553883026643874,Farm,Y,4,0.698970004336019,0.698970004336019,GT,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,clean and bright,
54,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.0,1.48,3.378,0.296,1.184,2.7,0.568201724066995,Farm,Y,4,0.698970004336019,0.698970004336019,GT,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,rupture behind rt pec,
55,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,6.2,1.42,4.366,0.229,0.596,2.82,0.582063362911709,Farm,Y,4,0.698970004336019,0.698970004336019,GT,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,all transparent,"raw spots, pinpricks",
56,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.1,1.36,3.750,0.267,1.025,2.94,0.595496221825574,Farm,Y,4,0.698970004336019,0.698970004336019,GT,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,,
57,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.6,1.31,4.275,0.234,0.746,3.05,0.607455023214668,Farm,Y,4,0.698970004336019,0.698970004336019,GT,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,"bright, clean fish",
58,7,6,28/06/2001,pink,5,3,near farm,12.05,6.5,1.28,5.078,0.197,0.466,3.13,0.615950051656401,Farm,Y,4,0.698970004336019,0.698970004336019,GT,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,,silver bright,
59,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,4.7,1.23,3.821,0.262,1.185,3.25,0.628388930050311,Farm,Y,4,0.698970004336019,0.698970004336019,GT,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,rupturedbehind rt pec,
60,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,4.6,1.09,4.220,0.237,1.120,3.67,0.669316880566112,Farm,Y,4,0.698970004336019,0.698970004336019,GT,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,all transparent,,
61,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,4.8,1.01,4.752,0.210,0.913,3.96,0.695481676490197,Farm,Y,4,0.698970004336019,0.698970004336019,GT,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
62,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,3.2,0.40,8.000,0.125,1.221,10,1.04139268515823,Farm,Y,4,0.698970004336019,0.698970004336019,GT,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,bright clean,
63,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.5,2.18,2.523,0.396,1.310,1.83,0.45178643552429,No.Farm,Y,4,0.698970004336019,0.698970004336019,GT,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,bright clean,
64,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.7,2.12,2.689,0.372,1.145,1.89,0.460897842756548,No.Farm,Y,4,0.698970004336019,0.698970004336019,GT,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,bright clean,
65,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,6.1,2.77,2.202,0.454,1.220,1.81,0.44870631990508,Farm,Y,5,0.778151250383644,0.778151250383644,GT,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,,
66,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,6.7,2.75,2.436,0.410,0.914,1.82,0.450249108319361,Farm,Y,5,0.778151250383644,0.778151250383644,GT,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,,,
67,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.8,2.61,2.222,0.450,1.338,1.92,0.465382851448418,Farm,Y,5,0.778151250383644,0.778151250383644,GT,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,all transparent,black dents,
68,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,6.1,2.55,2.392,0.418,1.123,1.96,0.471291711058939,Farm,Y,5,0.778151250383644,0.778151250383644,GT,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,one dark medium,"bright, clean fish",
69,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,6.2,2.29,2.707,0.369,0.961,2.18,0.502427119984433,Farm,Y,5,0.778151250383644,0.778151250383644,GT,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,all transparent,pinpricks and raw spots,
70,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.7,2.26,2.522,0.396,1.220,2.21,0.506505032404872,Farm,Y,5,0.778151250383644,0.778151250383644,GT,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,black dents,
71,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.5,2.25,2.444,0.409,1.352,2.22,0.507855871695831,Farm,Y,5,0.778151250383644,0.778151250383644,GT,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,clean and bright,
72,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,6.0,2.25,2.667,0.375,1.042,2.22,0.507855871695831,Farm,Y,5,0.778151250383644,0.778151250383644,GT,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,bright clean,
73,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,6.2,2.22,2.793,0.358,0.931,2.25,0.511883360978874,Farm,Y,5,0.778151250383644,0.778151250383644,GT,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,bright clean,
74,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.5,2.15,2.558,0.391,1.292,2.33,0.52244423350632,Farm,Y,5,0.778151250383644,0.778151250383644,GT,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,adult dark,bright clean,
75,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,6.3,2.09,3.014,0.332,0.836,2.39,0.530199698203082,Farm,Y,5,0.778151250383644,0.778151250383644,GT,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,pinpricks,
76,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.0,2.08,2.404,0.416,1.664,2.4,0.531478917042255,Farm,Y,5,0.778151250383644,0.778151250383644,GT,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,black dents and pinpricks,
77,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.8,2.05,2.829,0.353,1.051,2.44,0.53655844257153,Farm,Y,5,0.778151250383644,0.778151250383644,GT,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,open wound at pec fin and black dents,
78,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,6.3,2.03,3.103,0.322,0.812,2.46,0.539076098792777,Farm,Y,5,0.778151250383644,0.778151250383644,GT,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
79,7,6,28/06/2001,pink,Glacier Falls,3,near farm,11.94,5.7,2.00,2.850,0.351,1.080,2.5,0.544068044350276,Farm,Y,5,0.778151250383644,0.778151250383644,GT,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,black pinpricks,
80,7,6,28/06/2001,pink,7,3,between farms,,6.0,1.98,3.030,0.330,0.917,2.53,0.547774705387822,Farm,Y,5,0.778151250383644,0.778151250383644,GT,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,raw circular wounds,
81,7,6,28/06/2001,pink,7,3,between farms,,6.1,1.98,3.081,0.325,0.872,2.53,0.547774705387822,Farm,Y,5,0.778151250383644,0.778151250383644,GT,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,mediums and large dark,"opaque eyeballs, pinprick, large has 4mm tails  ",
82,7,6,28/06/2001,pink,7,3,between farms,,6.1,1.95,3.128,0.320,0.859,2.56,0.551449997972875,Farm,Y,5,0.778151250383644,0.778151250383644,GT,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,all transparent,"bright, clean fish",
83,7,6,28/06/2001,pink,7,3,between farms,,5.8,1.90,3.053,0.328,0.974,2.63,0.559906625036112,Farm,Y,5,0.778151250383644,0.778151250383644,GT,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,,,
84,7,6,28/06/2001,pink,7,3,between farms,,5.4,1.87,2.888,0.346,1.188,2.67,0.564666064252089,Farm,Y,5,0.778151250383644,0.778151250383644,GT,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,transparent spotted adult,,
85,7,6,28/06/2001.,pink,7,3,between farms,,5.4,1.86,2.903,0.344,1.181,2.69,0.56702636615906,Farm,Y,5,0.778151250383644,0.778151250383644,GT,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,,
86,10,6,28/06/2001,pink,7,3,between farms,,5.6,1.85,3.027,0.330,1.053,2.7,0.568201724066995,Farm,Y,5,0.778151250383644,0.778151250383644,GT,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,,
87,10,6,28/06/2001,pink,7,3,between farms,,5.4,1.84,2.935,0.341,1.169,2.72,0.570542939881898,Farm,Y,5,0.778151250383644,0.778151250383644,GT,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
88,10,6,28/06/2001,pink,7,3,between farms,,5.5,1.84,2.989,0.335,1.106,2.72,0.570542939881898,Farm,Y,5,0.778151250383644,0.778151250383644,GT,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,all transparent,"blood in eye, pinpricks and blcak dents",
89,10,6,28/06/2001,pink,7,3,between farms,,5.5,1.83,3.005,0.333,1.100,2.73,0.571708831808687,Farm,Y,5,0.778151250383644,0.778151250383644,GT,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,all transparent,largest has brown strip down back,
90,10,6,28/06/2001,pink,7,3,between farms,,5.6,1.83,3.060,0.327,1.042,2.73,0.571708831808687,Farm,Y,5,0.778151250383644,0.778151250383644,GT,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,all transparent,rupture behind pec,
91,11,6,28/06/2001,pink,7,3,between farms,,5.5,1.82,3.022,0.331,1.094,2.75,0.574031267727719,Farm,Y,5,0.778151250383644,0.778151250383644,GT,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,all transparent,,
92,11,6,28/06/2001,pink,7,3,between farms,,5.5,1.80,3.056,0.327,1.082,2.78,0.577491799837225,Farm,Y,5,0.778151250383644,0.778151250383644,GT,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,black dents,
93,11,6,28/06/2001,pink,7,3,between farms,,5.5,1.77,3.107,0.322,1.064,2.82,0.582063362911709,Farm,Y,5,0.778151250383644,0.778151250383644,GT,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 black lesion,,
94,11,6,28/06/2001,pink,8,3,between farms,,5.4,1.76,3.068,0.326,1.118,2.84,0.584331224367531,Farm,Y,5,0.778151250383644,0.778151250383644,GT,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,all transparent,,
95,11,6,28/06/2001,pink,8,3,between farms,,5.5,1.76,3.125,0.320,1.058,2.84,0.584331224367531,Farm,Y,5,0.778151250383644,0.778151250383644,GT,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,bright clean,
96,11,6,28/06/2001,pink,8,3,between farms,,5.5,1.71,3.216,0.311,1.028,2.92,0.593286067020457,Farm,Y,5,0.778151250383644,0.778151250383644,GT,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,all transparent,largest has brown strip down back,
97,11,6,28/06/2001,pink,8,3,between farms,,5.5,1.71,3.216,0.311,1.028,2.92,0.593286067020457,Farm,Y,5,0.778151250383644,0.778151250383644,GT,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"clean,whole",
98,11,6,28/06/2001,pink,8,3,between farms,,5.3,1.47,3.605,0.277,0.987,3.4,0.643452676486187,Farm,Y,5,0.778151250383644,0.778151250383644,GT,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,,
99,11,6,28/06/2001,pink,8,3,between farms,,4.9,1.39,3.525,0.284,1.181,3.6,0.662757831681574,Farm,Y,5,0.778151250383644,0.778151250383644,GT,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,all transparent,black dents,
100,11,6,28/06/2001,pink,8,3,between farms,,5.1,1.32,3.864,0.259,0.995,3.79,0.680335513414563,Farm,Y,5,0.778151250383644,0.778151250383644,GT,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,all transparent,black dents,
